# frames,mean_ms,median_ms,p95_ms,max_ms,min_ms
# 600,0.1296,0.0871,0.2112,9.2977,0.0358
frame,cpu_ms
231,0.2942
232,0.0912
233,0.0779
234,0.0794
235,0.1105
236,0.0954
237,0.1230
238,0.0835
239,0.1202
240,0.0962
241,0.0848
242,0.0817
243,0.0708
244,0.1175
245,0.3528
246,0.1871
247,0.1063
248,0.0778
249,0.0974
250,0.0894
251,0.1740
252,0.0993
253,0.1001
254,0.2319
255,0.0901
256,0.0970
257,0.1000
258,0.1332
259,0.1203
260,0.1030
261,0.0950
262,0.1304
263,0.1174
264,0.0820
265,0.0883
266,0.0908
267,0.0808
268,0.0497
269,0.0379
270,0.1881
271,0.0970
272,0.1057
273,0.0913
274,0.0440
275,0.0500
276,0.0426
277,0.1131
278,0.1489
279,0.0951
280,0.0706
281,0.0695
282,0.0660
283,0.2002
284,0.0884
285,0.0684
286,0.0880
287,0.0421
288,0.0462
289,0.0588
290,0.0419
291,0.0403
292,0.0378
293,0.0379
294,0.0841
295,0.0551
296,0.0397
297,0.0558
298,0.0554
299,0.0406
300,0.0446
301,0.0475
302,0.0868
303,0.0432
304,0.0683
305,0.0484
306,0.0592
307,0.0502
308,0.0487
309,0.0441
310,0.0580
311,9.2977
312,0.0813
313,0.1126
314,0.0580
315,0.0612
316,0.0513
317,0.0866
318,0.0596
319,0.1118
320,0.0873
321,0.0437
322,0.0394
323,0.0358
324,0.0366
325,0.0442
326,0.1098
327,0.1019
328,0.1079
329,0.0928
330,0.0997
331,0.0571
332,0.0369
333,0.0368
334,0.0504
335,0.0725
336,0.0828
337,0.0665
338,0.0809
339,0.0838
340,0.0497
341,0.0759
342,0.0623
343,0.0616
344,0.0700
345,0.1022
346,0.0703
347,0.1204
348,0.1043
349,0.0826
350,0.0824
351,0.0803
352,0.1726
353,0.1030
354,0.2463
355,0.1107
356,0.3053
357,0.0967
358,0.0679
359,0.0560
360,0.0413
361,0.0722
362,0.3793
363,0.1251
364,0.0674
365,0.1002
366,0.1858
367,0.0878
368,0.0758
369,0.0943
370,0.0926
371,0.1025
372,0.0869
373,0.0910
374,0.2800
375,0.0880
376,0.1517
377,0.1052
378,0.1056
379,0.0867
380,0.1069
381,0.0804
382,0.1265
383,0.0910
384,0.3718
385,0.0968
386,0.1123
387,0.1146
388,0.0872
389,0.0985
390,0.0541
391,0.0403
392,0.0398
393,0.0410
394,0.0434
395,0.0866
396,0.0871
397,0.0876
398,0.0879
399,0.0780
400,0.0971
401,0.1293
402,0.1013
403,0.0775
404,0.0739
405,0.2269
406,0.0965
407,0.1012
408,0.1801
409,0.0961
410,0.0842
411,0.1048
412,0.2347
413,0.1113
414,0.0799
415,0.1510
416,0.0765
417,0.0521
418,0.0915
419,0.1478
420,0.0680
421,0.0577
422,0.0709
423,0.0602
424,0.0966
425,0.0983
426,0.0902
427,0.0577
428,0.0429
429,0.0659
430,0.0461
431,8.3302
432,0.0814
433,0.0619
434,0.1009
435,0.1875
436,0.0814
437,0.0431
438,0.0520
439,0.0376
440,0.0780
441,0.0712
442,0.0393
443,0.0516
444,0.0859
445,0.0864
446,0.0490
447,0.0546
448,0.0654
449,0.0398
450,0.0387
451,0.0866
452,0.0697
453,0.0508
454,0.0960
455,0.0771
456,0.0687
457,0.0738
458,0.0679
459,0.0998
460,0.0567
461,0.0419
462,0.0402
463,0.0491
464,0.0425
465,0.1036
466,0.0470
467,0.0611
468,0.0843
469,0.0484
470,0.0780
471,0.0791
472,0.0734
473,0.0700
474,0.0635
475,0.0837
476,0.0629
477,0.0770
478,0.0659
479,0.0626
480,0.0495
481,0.1054
482,0.0801
483,0.0706
484,0.0800
485,0.0505
486,0.0406
487,0.0630
488,0.0532
489,0.0619
490,0.0438
491,0.0389
492,0.0406
493,0.0432
494,0.0420
495,0.0505
496,0.0939
497,0.0873
498,0.0537
499,0.0559
500,0.0535
501,0.0623
502,0.0546
503,0.0821
504,0.1016
505,0.0752
506,0.0582
507,0.0527
508,0.0608
509,0.2425
510,0.0921
511,0.0500
512,0.0616
513,0.0677
514,0.0456
515,0.0853
516,0.0957
517,0.0941
518,0.0725
519,0.0642
520,0.0659
521,0.0733
522,0.0574
523,0.0721
524,0.1037
525,0.0980
526,0.0463
527,0.0858
528,0.0446
529,0.0818
530,0.0455
531,0.0552
532,0.0707
533,0.0453
534,0.0423
535,0.0989
536,0.1230
537,0.1012
538,0.1196
539,0.0711
540,0.0539
541,0.0915
542,0.0524
543,0.0617
544,0.0688
545,0.0878
546,0.0972
547,0.0671
548,0.0988
549,0.0951
550,0.1171
551,0.9341
552,0.0780
553,0.0841
554,0.0754
555,0.0822
556,0.0860
557,0.0670
558,0.0772
559,0.0595
560,0.0821
561,0.0792
562,0.1108
563,0.0447
564,0.0482
565,0.0464
566,0.0418
567,0.0533
568,0.0481
569,0.0779
570,0.0391
571,0.0439
572,0.0376
573,0.0547
574,0.0893
575,0.0618
576,0.0419
577,0.0885
578,0.0835
579,0.0650
580,0.0920
581,0.0516
582,0.0394
583,0.0409
584,0.0575
585,0.0573
586,0.0366
587,0.0579
588,0.0931
589,0.0848
590,0.0515
591,0.0685
592,0.0450
593,0.0464
594,0.1075
595,0.0963
596,0.0781
597,0.1123
598,0.1306
599,0.0541
