# frames,mean_ms,median_ms,p95_ms,max_ms,min_ms
# 600,0.2444,0.1747,0.3388,9.6453,0.0488
frame,cpu_ms
501,0.1416
502,0.1713
503,0.1048
504,0.2174
505,0.1537
506,0.1410
507,0.1063
508,0.1813
509,0.0923
510,0.1354
511,0.1146
512,0.1220
513,0.1023
514,0.0988
515,0.1374
516,0.0858
517,0.0726
518,0.0622
519,0.0547
520,0.0727
521,0.0553
522,0.0667
523,0.1146
524,0.0736
525,0.0781
526,0.0958
527,0.1149
528,0.1052
529,0.0984
530,0.0915
531,0.0999
532,0.1859
533,0.0992
534,0.0899
535,0.0693
536,0.0986
537,0.0759
538,0.0846
539,0.0800
540,0.0914
541,0.0827
542,0.0595
543,0.0752
544,0.0623
545,0.1480
546,0.0803
547,0.1221
548,0.0747
549,0.0736
550,0.0643
551,9.6453
552,0.1031
553,0.1165
554,0.1293
555,0.0921
556,0.0813
557,0.0676
558,0.0701
559,0.0511
560,0.0871
561,0.0595
562,0.0845
563,0.1134
564,0.1037
565,0.1457
566,0.1100
567,0.1070
568,0.0948
569,0.1352
570,0.1273
571,0.0677
572,0.0649
573,0.1443
574,0.1069
575,0.0916
576,0.0715
577,0.0617
578,0.0566
579,0.0626
580,0.0630
581,0.0613
582,0.0501
583,0.0625
584,0.0608
585,0.0740
586,0.1093
587,0.1331
588,0.0845
589,0.0701
590,0.1838
591,0.1126
592,0.1156
593,0.0848
594,0.0906
595,0.0901
596,0.0975
597,0.0817
598,0.0822
599,0.1128
