# frames,mean_ms,median_ms,p95_ms,max_ms,min_ms
# 600,0.2355,0.1979,0.3697,9.3867,0.0435
frame,cpu_ms
295,0.3078
296,0.4840
297,0.3152
298,0.2521
299,0.1954
300,0.2503
301,0.2823
302,0.1784
303,0.2206
304,0.1731
305,0.2332
306,0.2305
307,0.2588
308,0.2093
309,0.2822
310,0.2770
311,0.4138
312,0.2109
313,0.2128
314,1.0653
315,0.2132
316,0.2101
317,0.2273
318,0.2315
319,0.3177
320,0.1979
321,0.1849
322,0.2024
323,0.3561
324,0.2310
325,0.2251
326,0.2424
327,0.2240
328,0.2127
329,0.2682
330,0.3150
331,0.2385
332,0.2626
333,0.1936
334,0.1636
335,0.1615
336,0.1617
337,0.1740
338,0.3562
339,0.5053
340,0.1047
341,0.0967
342,0.1083
343,0.3270
344,0.1292
345,0.0892
346,0.1253
347,0.1197
348,0.0987
349,0.1236
350,0.1244
351,0.2480
352,0.1059
353,0.2173
354,0.1140
355,0.1211
356,0.1079
357,0.0872
358,0.1292
359,0.2227
360,0.1231
361,0.0838
362,0.0580
363,0.0858
364,0.1606
365,0.1363
366,0.1004
367,0.1180
368,0.1060
369,0.1170
370,0.1946
371,0.1192
372,0.1787
373,0.1499
374,0.0956
375,0.0779
376,0.0666
377,0.0744
378,0.0704
379,0.0846
380,0.0638
381,0.0612
382,0.0978
383,0.2680
384,0.1225
385,0.1190
386,0.3314
387,0.1121
388,0.1031
389,0.2166
390,0.1119
391,0.1189
392,0.0826
393,0.2282
394,0.1080
395,0.1007
396,0.0763
397,0.1185
398,0.0963
399,0.0838
400,0.0660
401,0.0621
402,0.1211
403,0.0792
404,0.0667
405,0.0721
406,0.0824
407,0.3170
408,0.1201
409,0.1197
410,0.0778
411,0.1014
412,0.0645
413,0.0817
414,0.1892
415,0.1923
416,0.1208
417,0.1091
418,0.0830
419,0.0638
420,0.0759
421,0.0714
422,0.4287
423,0.1121
424,0.1029
425,0.0929
426,0.2188
427,0.1310
428,0.1457
429,0.1144
430,0.1451
431,0.0748
432,0.0595
433,0.0658
434,5.3062
435,0.0591
436,0.0652
437,0.0515
438,0.0564
439,0.0577
440,0.0470
441,0.0435
442,0.0484
443,0.0513
444,0.0582
445,0.0650
446,0.0455
447,0.2559
448,0.1057
449,0.0945
450,0.1225
451,0.1056
452,0.1096
453,0.1004
454,0.1362
455,0.1098
456,0.3963
457,0.1107
458,0.1191
459,0.0668
460,0.0595
461,0.1053
462,0.0808
463,0.3521
464,0.1702
465,0.1167
466,0.1013
467,0.1044
468,0.1247
469,0.0820
470,0.1136
471,0.0877
472,0.3182
473,0.1075
474,0.1100
475,0.0916
476,0.1091
477,0.1107
478,0.0879
479,0.1140
480,0.2628
481,0.1292
482,0.1237
483,0.1129
484,0.0712
485,0.1094
486,0.0772
487,0.0624
488,0.0631
489,0.0679
490,0.0531
491,0.0626
492,0.0597
493,0.0490
494,0.0866
495,0.0701
496,0.0761
497,0.0610
498,0.1349
499,0.0813
500,0.0917
501,0.0652
502,0.1417
503,0.0624
504,0.0671
505,0.1183
506,0.0687
507,0.0667
508,0.0642
509,0.0577
510,0.1018
511,0.0590
512,0.0538
513,0.0974
514,0.0954
515,0.0699
516,0.2679
517,0.1104
518,0.1581
519,0.1613
520,0.1320
521,0.1125
522,0.1849
523,0.1152
524,0.1163
525,0.1117
526,0.1459
527,0.1841
528,0.1100
529,0.0762
530,0.1102
531,0.0775
532,0.1240
533,0.1156
534,0.1640
535,0.1793
536,0.0892
537,0.0712
538,0.0973
539,0.1048
540,0.1144
541,0.0745
542,0.0610
543,0.0731
544,0.0594
545,0.0726
546,0.0642
547,0.0593
548,0.0591
549,0.0873
550,0.0652
551,0.3623
552,0.1115
553,0.0673
554,9.3867
555,0.1573
556,0.1122
557,0.0804
558,0.0615
559,0.1162
560,0.1255
561,0.1058
562,0.1258
563,0.1187
564,0.1141
565,0.0819
566,0.0595
567,0.0624
568,0.1103
569,0.0729
570,0.0533
571,0.0906
572,0.1026
573,0.0967
574,0.1117
575,0.1189
576,0.1102
577,0.1056
578,0.1893
579,0.1054
580,0.1010
581,0.1224
582,0.0957
583,0.1958
584,0.1174
585,0.1519
586,0.1221
587,0.1241
588,0.1043
589,0.0999
590,0.0941
591,0.0974
592,0.1000
593,0.1246
594,0.0733
595,0.0954
596,0.0764
597,0.0629
598,0.0522
599,0.0630
