# frames,mean_ms,median_ms,p95_ms,max_ms,min_ms
# 600,0.0992,0.0573,0.1154,8.4112,0.0327
frame,cpu_ms
161,0.0552
162,0.0399
163,0.0618
164,0.0415
165,0.0458
166,0.0380
167,0.0423
168,0.0393
169,0.0521
170,0.0402
171,0.0421
172,0.0959
173,0.1121
174,0.0427
175,0.0532
176,0.0384
177,0.0400
178,0.0391
179,0.0498
180,0.0766
181,0.0939
182,0.0818
183,0.1745
184,0.1138
185,0.1005
186,0.0685
187,0.0709
188,0.0407
189,0.0379
190,0.0447
191,0.0916
192,0.0741
193,0.0930
194,0.0617
195,0.0678
196,0.0621
197,0.0626
198,0.0666
199,0.0780
200,0.1837
201,0.1233
202,1.1620
203,0.0475
204,0.0417
205,0.0474
206,0.0450
207,0.0422
208,0.0441
209,0.0426
210,0.0731
211,0.0476
212,0.0397
213,0.0379
214,0.0405
215,0.0392
216,0.0393
217,0.0728
218,0.1657
219,0.0869
220,0.0415
221,0.0500
222,0.0401
223,0.0771
224,0.0820
225,0.0910
226,0.0437
227,0.0410
228,0.0611
229,0.1125
230,0.0977
231,0.0821
232,0.0554
233,0.0487
234,0.0396
235,0.0500
236,0.0365
237,0.0792
238,0.1392
239,0.0555
240,0.0811
241,0.0493
242,0.0336
243,0.0327
244,0.0765
245,0.1602
246,0.0897
247,0.0491
248,0.0406
249,0.0687
250,0.0895
251,0.0588
252,0.0915
253,0.0706
254,0.0468
255,0.1397
256,0.0476
257,0.0481
258,0.0393
259,0.0551
260,0.0466
261,0.0585
262,0.0396
263,0.0379
264,0.0607
265,0.0397
266,0.0414
267,0.0350
268,0.0385
269,0.0370
270,0.0719
271,0.0455
272,0.0790
273,0.0759
274,0.0820
275,0.0415
276,0.0897
277,0.0986
278,0.0673
279,0.0881
280,0.0537
281,0.0528
282,0.0826
283,0.0533
284,0.0804
285,0.0615
286,0.0443
287,0.0453
288,0.0579
289,0.0962
290,0.0862
291,0.0557
292,0.0663
293,0.0513
294,0.0804
295,0.0830
296,0.0666
297,0.0519
298,0.0695
299,0.0632
300,0.0770
301,0.0413
302,0.0481
303,0.0448
304,0.0925
305,0.0913
306,0.1037
307,0.0778
308,0.0344
309,0.0351
310,0.0354
311,0.0398
312,0.0545
313,0.0418
314,0.0425
315,0.0402
316,0.0384
317,0.0382
318,0.0447
319,0.0423
320,0.0458
321,0.0367
322,8.3168
323,0.0601
324,0.0623
325,0.0951
326,0.0954
327,0.0605
328,0.1248
329,0.0934
330,0.1040
331,0.0526
332,0.0454
333,0.0468
334,0.0431
335,0.0594
336,0.0561
337,0.0470
338,0.0432
339,0.0619
340,0.0500
341,0.0376
342,0.0449
343,0.0893
344,0.0934
345,0.0553
346,0.0601
347,0.0638
348,0.0667
349,0.0577
350,0.0706
351,0.0633
352,0.0573
353,0.0840
354,0.0713
355,0.0915
356,0.0625
357,0.0376
358,0.0434
359,0.0369
360,0.0590
361,0.0346
362,0.0355
363,0.0377
364,0.0521
365,0.0359
366,0.0381
367,0.0401
368,0.0403
369,0.0380
370,0.0362
371,0.0397
372,0.0645
373,0.0532
374,0.0362
375,0.0376
376,0.0404
377,0.0433
378,0.0414
379,0.0462
380,0.0424
381,0.0482
382,0.0443
383,0.0403
384,0.0754
385,0.0367
386,0.0462
387,0.0482
388,0.1170
389,0.0553
390,0.0808
391,0.0407
392,0.0436
393,0.0394
394,0.0455
395,0.0603
396,0.0479
397,0.0494
398,0.0638
399,0.0465
400,0.0406
401,0.0402
402,0.0494
403,0.0402
404,0.0926
405,0.0442
406,0.0419
407,0.0748
408,0.0504
409,0.0530
410,0.0490
411,0.0381
412,0.0407
413,0.0971
414,0.0691
415,0.0547
416,0.0422
417,0.0441
418,0.0393
419,0.0527
420,0.0587
421,0.0396
422,0.0480
423,0.0538
424,0.0399
425,0.0386
426,0.0501
427,0.0445
428,0.0376
429,0.0389
430,0.0454
431,0.0434
432,0.1034
433,0.1077
434,0.0456
435,0.0410
436,0.0392
437,0.0453
438,0.0489
439,0.0464
440,0.0415
441,0.0386
442,8.4112
443,0.0734
444,0.0719
445,0.0563
446,0.0861
447,0.0547
448,0.0447
449,0.0383
450,0.0478
451,0.0381
452,0.0377
453,0.0859
454,0.0957
455,0.0603
456,0.0534
457,0.0531
458,0.1761
459,0.0846
460,0.0413
461,0.0382
462,0.1038
463,0.0851
464,0.0615
465,0.0726
466,0.1003
467,0.0503
468,0.0509
469,0.0451
470,0.0426
471,0.1416
472,0.0971
473,0.0921
474,0.0545
475,0.0382
476,0.0414
477,0.0358
478,0.0463
479,0.0940
480,0.1069
481,0.0644
482,0.0822
483,0.0689
484,0.0529
485,0.0984
486,0.0599
487,0.0613
488,0.0657
489,0.0658
490,0.0603
491,0.0429
492,0.0573
493,0.0668
494,0.0569
495,0.0581
496,0.0417
497,0.0661
498,0.1034
499,0.0911
500,0.0768
501,0.0803
502,0.0998
503,0.0620
504,0.0629
505,0.0630
506,0.0487
507,0.0469
508,0.0982
509,0.0908
510,0.0761
511,0.0537
512,0.0887
513,0.0620
514,0.0990
515,0.0792
516,0.1123
517,0.0424
518,0.1012
519,0.1254
520,0.0960
521,0.1081
522,0.0790
523,0.0724
524,0.0888
525,0.0496
526,0.0436
527,0.0359
528,0.0483
529,0.0357
530,0.0542
531,0.0400
532,0.1107
533,0.0909
534,0.0552
535,0.0566
536,0.0465
537,0.0499
538,0.0429
539,0.0381
540,0.1091
541,0.0531
542,0.0597
543,0.0477
544,0.0962
545,0.0528
546,0.1236
547,0.0692
548,0.0578
549,0.0545
550,0.0569
551,0.0902
552,0.0674
553,0.0915
554,0.0375
555,0.0436
556,0.0362
557,0.0338
558,0.0949
559,0.0414
560,0.0525
561,0.0417
562,0.9562
563,0.0687
564,0.0789
565,0.4528
566,0.0880
567,0.0662
568,0.0744
569,0.0577
570,0.0967
571,0.1058
572,0.0896
573,0.0461
574,0.0422
575,0.0588
576,0.0996
577,0.0364
578,0.0406
579,0.0401
580,0.1001
581,0.0423
582,0.0665
583,0.0551
584,0.0417
585,0.0408
586,0.0412
587,0.0376
588,0.0516
589,0.0423
590,0.0658
591,0.0395
592,0.0341
593,0.0388
594,0.0417
595,0.0373
596,0.0344
597,0.0579
598,0.0511
599,0.0560
